item_id,sell,profit,margin_pct,in_stock,oos,on_hold,sold,error_flags,ACTION,reason,ebay_url,title
406385683799,47.0,10.61,22.6,1,0,0,0,,CLOSE,0 sold (dead weight),https://www.ebay.com/itm/Candle-Making-Kit-Hot-Plate-Beginners-Set-Melting-Pot-Spoon-Anti-Scald-Pad-/406385683799,Candle Making Kit with Hot Plate Beginners Set Melting Pot Spoon Anti Scald Pad
406385682683,38.83,19.67,50.7,1,0,0,0,"VeRO,title-changed",CLOSE,"0 sold (dead weight) | flags: VeRO,title-changed",https://www.ebay.com/itm/Electric-Candle-Lighter-USB-Rechargeable-Windproof-Arc-Long-Lighter-Gift-Idea-/406385682683,Electric Candle Lighter USB Rechargeable Windproof Arc Long Lighter Gift Idea
406382172143,137.98,20.47,14.8,1,0,0,6,,KEEP+REPRICE,proven seller (6 sold) — optimize price/title,https://www.ebay.com/itm/Deck-Jet-J-Style-Pool-Fountain-Jet-Replacement-Fitting-Inground-Pools-/406382172143,Deck Jet J Style Pool Fountain Jet Replacement Fitting for Inground Pools
406382171272,20.37,7.18,35.2,1,0,0,0,,CLOSE,0 sold (dead weight),https://www.ebay.com/itm/STDM-0269E-3D-Sticker-Pool-Party-3-Pack-Scrapbooking-Craft-Stickers-/406382171272,STDM 0269E 3D Sticker Pool Party 3 Pack Scrapbooking Craft Stickers
406382169825,27.98,8.44,30.2,1,0,0,0,VeRO,CLOSE,0 sold (dead weight) | flags: VeRO,https://www.ebay.com/itm/Hardwood-Pool-Table-Triangle-Rack-Holds-Standard-2-1-4-Inch-Balls-Billiards-/406382169825,Hardwood Pool Table Triangle Rack Holds Standard 2 1 4 Inch Balls Billiards
406382169074,69.98,10.23,14.6,1,0,0,1,,KEEP+REPRICE,proven seller (1 sold) — optimize price/title,https://www.ebay.com/itm/Hydrotools-8750-Line-Automatic-Chlorine-Feeder-9-lb-Capacity-Pool-Chlorinator-/406382169074,Hydrotools 8750 In Line Automatic Chlorine Feeder 9 lb Capacity Pool Chlorinator
406382168485,34.98,7.38,21.1,1,0,0,0,"VeRO,title-changed",CLOSE,"0 sold (dead weight) | flags: VeRO,title-changed",https://www.ebay.com/itm/Sun-Pool-Products-WCS-1-Winter-Cover-Saver-Protects-Above-Ground-Pool-Covers-/406382168485,Sun Pool Products WCS 1 Winter Cover Saver Protects Above Ground Pool Covers
406382168011,29.98,7.17,23.9,1,0,0,0,"VeRO,title-changed",CLOSE,"0 sold (dead weight) | flags: VeRO,title-changed",https://www.ebay.com/itm/Intex-Sit-N-Float-Pool-Float-8859EP-Inflatable-Lounge-Cup-Holders-220-lb-Multi-/406382168011,Intex Sit N Float Pool Float 8859EP Inflatable Lounge Cup Holders 220 lb Multi
406382160909,31.98,7.84,24.5,1,0,0,0,VeRO,CLOSE,0 sold (dead weight) | flags: VeRO,https://www.ebay.com/itm/Hydrotools-Submersible-Pool-Cover-Siphon-Pump-Automatic-Water-Removal-5436-/406382160909,Hydrotools Submersible Pool Cover Siphon Pump Automatic Water Removal 5436
406382159803,115.98,15.24,13.1,1,0,0,0,,CLOSE,"low margin 13%, 0 sold",https://www.ebay.com/itm/C-8409-Pool-Filter-Cartridge-90-Sq-Ft-Replacement-Hayward-Sta-Rite-Waterway-/406382159803,C 8409 Pool Filter Cartridge 90 Sq Ft Replacement for Hayward Sta Rite Waterway
406382159401,69.98,12.14,17.3,1,0,0,0,,CLOSE,"low margin 17%, 0 sold",https://www.ebay.com/itm/4-Ft-x-8-Ft-Pool-Pillow-2-Pack-Heavy-Duty-Winterizing-Above-Ground-Vinyl-0-22mm-/406382159401,4 Ft x 8 Ft Pool Pillow 2 Pack Heavy Duty Winterizing Above Ground Vinyl 0.22mm
406382158436,44.98,12.9,28.7,1,0,0,0,"VeRO,title-changed",CLOSE,"0 sold (dead weight) | flags: VeRO,title-changed",https://www.ebay.com/itm/Aqua-4-in-1-Monterey-Hammock-Pool-Float-Adults-Kids-Multi-Color-1-4-Pack-/406382158436,Aqua 4-in-1 Monterey Hammock Pool Float – Adults & Kids Multi-Color 1-4 Pack
406247032689,251.98,80.7,32.0,0,1,0,0,,CLOSE,"no available stock (OOS 1 / on-hold 0), 0 sold — oversell risk",https://www.ebay.com/itm/KOTOPIA-Dog-Grooming-Tote-Bag-Compact-Organizer-2-in-1-Hair-Remover-Brush-/406247032689,KOTOPIA Dog Grooming Tote Bag – Compact Organizer with 2-in-1 Hair Remover Brush – Ideal f
406247029220,264.98,91.75,34.6,0,1,0,0,VeRO,CLOSE,"no available stock (OOS 1 / on-hold 0), 0 sold — oversell risk | flags: VeRO",https://www.ebay.com/itm/Pet-Grooming-Vacuum-Attachment-Dyson-V6-V7-V8-V10-V11-V12-V15-DC07-DC65-UP13-/406247029220,Pet Grooming Vacuum Attachment for Dyson V6 V7 V8 V10 V11 V12 V15 DC07 DC65 UP13 UP30 – Do
406247024397,15.98,7.24,45.3,1,0,0,0,,CLOSE,0 sold (dead weight),https://www.ebay.com/itm/3-in-1-Cat-Steam-Brush-Rechargeable-Grooming-Tool-Mist-Spray-Self-Cleani-/406247024397,"3-in-1 Cat Steam Brush – Rechargeable Grooming Tool with Mist Spray, Self-Cleaning, and Sh"
406247023239,11.98,7.72,64.4,0,0,1,0,title-changed,CLOSE,"no available stock (OOS 0 / on-hold 1), 0 sold — oversell risk | flags: title-changed",https://www.ebay.com/itm/Portable-Pet-Hair-Remover-Efficient-Fur-Removal-Tool-Dogs-Cats-Reusabl-/406247023239,Portable Pet Hair Remover – Efficient Fur Removal Tool for Dogs & Cats – Reusable Grooming
406247021361,249.98,79.0,31.6,0,1,0,0,title-changed,CLOSE,"no available stock (OOS 1 / on-hold 0), 0 sold — oversell risk | flags: title-changed",https://www.ebay.com/itm/Multifunctional-Pet-Hair-Removal-Brush-Reusable-Washable-Ideal-Furnitu-/406247021361,"Multifunctional Pet Hair Removal Brush – Reusable & Washable – Ideal for Furniture, Carpet"
406247019968,285.98,109.6,38.3,0,1,0,4,VeRO,KEEP/RESTOCK,"winner but no available stock — fix stock, don't oversell",https://www.ebay.com/itm/2-Pack-Adjustable-Pet-Grooming-Loops-Nylon-Restraint-Noose-Dogs-Cats-H-/406247019968,2 Pack Adjustable Pet Grooming Loops – Nylon Restraint Noose for Dogs & Cats – Hands-Free 
406247016914,19.98,8.65,43.3,1,0,0,0,title-changed,CLOSE,0 sold (dead weight) | flags: title-changed,https://www.ebay.com/itm/MEDUWEDU-Pet-Cotton-Swabs-55-Count-Gourd-Shaped-Tips-Soft-Cotton-Paper-/406247016914,“MEDUWEDU Pet Cotton Swabs – 55 Count | Gourd-Shaped Tips | Soft Cotton & Paper Stick | Sa
406247011880,315.98,135.1,42.8,0,1,0,0,title-changed,CLOSE,"no available stock (OOS 1 / on-hold 0), 0 sold — oversell risk | flags: title-changed",https://www.ebay.com/itm/Pet-Hair-Removal-Brush-Deshedding-Tool-Dogs-Cats-Effective-Grooming-C-/406247011880,“Pet Hair Removal Brush – Deshedding Tool for Dogs & Cats – Effective Grooming Comb for Sh
406247008358,25.98,11.19,43.1,1,0,0,0,"VeRO,title-changed",CLOSE,"0 sold (dead weight) | flags: VeRO,title-changed",https://www.ebay.com/itm/Stainless-Steel-Pet-Nail-Clippers-Ergonomic-Grooming-Scissors-Dogs-Cats-/406247008358,“Stainless Steel Pet Nail Clippers – Ergonomic Grooming Scissors for Dogs & Cats”
406247005444,22.98,7.19,31.3,1,0,0,0,,CLOSE,0 sold (dead weight),https://www.ebay.com/itm/ZOOPOLR-Silicone-Pet-Grooming-Bath-Mat-Non-Slip-Dog-Cat-Wash-Pad-Soft-Du-/406247005444,"“ZOOPOLR Silicone Pet Grooming Bath Mat – Non-Slip Dog & Cat Wash Pad, Soft & Durable”"
406244548142,19.98,7.08,35.4,1,0,0,0,VeRO,CLOSE,0 sold (dead weight) | flags: VeRO,https://www.ebay.com/itm/MAIYOUWENG-9-in-1-Dog-Grooming-Kit-Hammock-Harness-Nail-Clippers-File-/406244548142,"MAIYOUWENG 9-in-1 Dog Grooming Kit – Hammock, Harness, Nail Clippers & File for Cats & Dog"
406244543573,19.98,7.14,35.7,1,0,0,0,title-changed,CLOSE,0 sold (dead weight) | flags: title-changed,https://www.ebay.com/itm/MAIYOUWENG-9-in-1-Dog-Grooming-Kit-Hammock-Harness-Nail-Clipper-File-Pet-/406244543573,"MAIYOUWENG 9-in-1 Dog Grooming Kit – Hammock, Harness, Nail Clipper & File – Pet Grooming "
406244538986,274.98,100.25,36.5,0,1,0,0,,CLOSE,"no available stock (OOS 1 / on-hold 0), 0 sold — oversell risk",https://www.ebay.com/itm/MAIYOUWENG-Pet-Grooming-Hammock-Set-Adjustable-Harness-Grooming-Aid-Dog-/406244538986,“MAIYOUWENG Pet Grooming Hammock Set + Adjustable Harness – Grooming Aid for Dogs & Cats”
406244530208,32.98,12.69,38.5,0,0,1,0,title-changed,CLOSE,"no available stock (OOS 0 / on-hold 1), 0 sold — oversell risk | flags: title-changed",https://www.ebay.com/itm/Jestrem-Breathable-Pet-Grooming-Vest-Soft-Trimming-Jacket-Dogs-Cats-/406244530208,“Jestrem Breathable Pet Grooming Vest – Soft Trimming Jacket for Dogs & Cats”
406244528450,18.98,8.79,46.3,1,0,0,0,,CLOSE,0 sold (dead weight),https://www.ebay.com/itm/Ponpon-Adjustable-Pet-Toothbrush-Body-Scrubber-Gentle-Bath-Grooming-Tool-/406244528450,“Ponpon Adjustable Pet Toothbrush & Body Scrubber – Gentle Bath & Grooming Tool”
406244523093,26.98,10.59,39.3,1,0,0,0,title-changed,CLOSE,0 sold (dead weight) | flags: title-changed,https://www.ebay.com/itm/NVNAN-Premium-Pet-Grooming-Gloves-Silicone-Deshedding-Massage-Glove-Cats-/406244523093,“NVNAN Premium Pet Grooming Gloves – Silicone Deshedding Massage Glove for Cats & Dogs”
406244520493,309.98,130.0,41.9,0,1,0,0,,CLOSE,"no available stock (OOS 1 / on-hold 0), 0 sold — oversell risk",https://www.ebay.com/itm/Upgraded-8-in-1-Cordless-Pet-Grooming-Kit-Precision-Trimmers-Accessories-fo-/406244520493,“Upgraded 8-in-1 Cordless Pet Grooming Kit – Precision Trimmers & Accessories for Dogs & C
406244509889,260.98,88.35,33.9,0,1,0,0,,CLOSE,"no available stock (OOS 1 / on-hold 0), 0 sold — oversell risk",https://www.ebay.com/itm/Cordless-Pet-Grooming-Clippers-Rechargeable-Electric-Dog-Cat-Trimmer-Kit-/406244509889,“Cordless Pet Grooming Clippers – Rechargeable Electric Dog & Cat Trimmer Kit”
406244500042,19.98,8.64,43.2,1,0,0,0,duplicate,CLOSE,0 sold (dead weight) | flags: duplicate,https://www.ebay.com/itm/5-in-1-Professional-Pet-Grooming-Scissors-Set-Stainless-Steel-Safety-Rou-/406244500042,“5-in-1 Professional Pet Grooming Scissors Set – Stainless Steel with Safety Round Tips”
406244492463,19.98,7.65,38.3,1,0,0,0,title-changed,CLOSE,0 sold (dead weight) | flags: title-changed,https://www.ebay.com/itm/Dipoo-Self-Cleaning-Pet-Shedding-Brush-Grooming-Tool-Retractable-Bristl-/406244492463, “Dipoo Self-Cleaning Pet Shedding Brush – Grooming Tool with Retractable Bristles”
406216523106,23.98,8.04,33.5,1,0,0,0,,CLOSE,0 sold (dead weight),https://www.ebay.com/itm/2-Pack-Stretchable-Kayak-Paddle-Leash-Carabiner-5-8-ft-/406216523106,2-Pack Stretchable Kayak Paddle Leash with Carabiner (5-8 ft)
406216518450,19.98,10.94,54.8,1,0,0,0,"VeRO,title-changed",CLOSE,"0 sold (dead weight) | flags: VeRO,title-changed",https://www.ebay.com/itm/Stretchable-Leash-Kayak-Paddles-Fishing-Rods-3-7-ft-/406216518450,Stretchable Leash for Kayak Paddles & Fishing Rods (3-7 ft)
406213640038,20.98,7.49,35.7,1,0,0,0,VeRO,CLOSE,0 sold (dead weight) | flags: VeRO,https://www.ebay.com/itm/Swimming-Headband-Keeps-Water-Out-Holds-Earplugs-Securely-/406213640038,Swimming Headband Keeps Water Out & Holds Earplugs In Securely
406213639535,99.98,24.65,24.7,1,0,0,0,title-changed,CLOSE,0 sold (dead weight) | flags: title-changed,https://www.ebay.com/itm/Heavy-Duty-Paddle-Board-Kayak-Bag-Waterproof-Backpack-Standard-Wheeled-/406213639535,Heavy Duty Paddle Board & Kayak Bag | Waterproof Backpack - Standard or Wheeled
406213638919,53.98,12.54,23.2,1,0,0,0,,CLOSE,0 sold (dead weight),https://www.ebay.com/itm/Large-Paddle-Board-Cooler-Bag-42-Can-26L-Waterproof-SUP-Deck-Bag-Kayak-/406213638919,Large Paddle Board Cooler Bag (42-Can) | 26L Waterproof SUP Deck Bag for Kayak
406213636317,44.98,12.89,28.7,1,0,0,0,title-changed,CLOSE,0 sold (dead weight) | flags: title-changed,https://www.ebay.com/itm/Waterproof-Dry-Bag-Backpack-Sack-FREE-Phone-Case-Kayaking-Boating-/406213636317,Waterproof Dry Bag Backpack Sack with FREE Phone Case for Kayaking & Boating
406213635693,42.98,8.19,19.1,1,0,0,0,title-changed,CLOSE,"low margin 19%, 0 sold | flags: title-changed",https://www.ebay.com/itm/Paddle-Board-Cooler-Bag-SUP-Deck-Waterproof-Insulated-Holds-10-Cans-/406213635693,Paddle Board Cooler Bag for SUP Deck | Waterproof & Insulated - Holds 10 Cans
406213635316,27.98,14.44,51.6,1,0,0,0,"VeRO,title-changed",CLOSE,"0 sold (dead weight) | flags: VeRO,title-changed",https://www.ebay.com/itm/4-Pack-Universal-Waterproof-Phone-Pouch-/406213635316,4-Pack Universal Waterproof Phone Pouch 
406213634968,29.98,10.18,34.0,1,0,0,0,,CLOSE,0 sold (dead weight),https://www.ebay.com/itm/Floating-Waterproof-Fanny-Pack-Pouch-Keep-Phone-Passport-Dry-Beach-Boating-/406213634968,Floating Waterproof Fanny Pack Pouch Keep Phone & Passport Dry for Beach/Boating
406213634152,27.98,11.44,40.9,1,0,0,0,,CLOSE,0 sold (dead weight),https://www.ebay.com/itm/Waterproof-Dry-Bag-Backpack-5L-40L-FREE-Phone-Case-Kayaking-Boating-/406213634152,Waterproof Dry Bag Backpack (5L-40L) with FREE Phone Case for Kayaking & Boating
406213633782,35.98,14.32,39.8,1,0,0,0,,CLOSE,0 sold (dead weight),https://www.ebay.com/itm/Waterproof-Swimming-Ear-Plugs-Prevents-Swimmers-Ear-Ultra-Comfy-Seal-/406213633782,Waterproof Swimming Ear Plugs | Prevents Swimmer's Ear with an Ultra Comfy Seal
406213619740,31.98,14.85,46.4,1,0,0,0,,CLOSE,0 sold (dead weight),https://www.ebay.com/itm/6-Set-Swimming-Earplugs-Nose-Clips-Waterproof-Reusable-Silicone-Adults-/406213619740,6-Set Swimming Earplugs & Nose Clips | Waterproof Reusable Silicone for Adults
406213619357,43.98,19.06,43.3,1,0,0,0,VeRO,CLOSE,0 sold (dead weight) | flags: VeRO,https://www.ebay.com/itm/Kids-Swimming-Headband-Earplugs-Set-Adjustable-Band-Holds-Ear-Plugs-/406213619357,Kids Swimming Headband & Earplugs Set | Adjustable Band Holds Ear Plugs In
406213617625,33.98,15.54,45.7,1,0,0,0,VeRO,CLOSE,0 sold (dead weight) | flags: VeRO,https://www.ebay.com/itm/Swimming-Headband-Kids-Holds-Earplugs-Protects-Swimmers-Ear-/406213617625,Swimming Headband for Kids | Holds Earplugs In & Protects from Swimmer's Ear
406213615763,24.98,10.89,43.6,1,0,0,0,title-changed,CLOSE,0 sold (dead weight) | flags: title-changed,https://www.ebay.com/itm/15-Pack-Swimming-Nose-Clip-Ear-Plugs-Set-Waterproof-Silicone-Adults-Kids-/406213615763,15-Pack Swimming Nose Clip & Ear Plugs Set | Waterproof Silicone for Adults/Kids
406213615154,27.98,7.46,26.7,1,1,0,0,,CLOSE,0 sold (dead weight),https://www.ebay.com/itm/9-Pack-Swimming-Nose-Clip-Ear-Plugs-Set-Waterproof-Silicone-Kids-Adults-/406213615154,9-Pack Swimming Nose Clip & Ear Plugs Set. Waterproof Silicone for Kids & Adults
406206083555,77.98,14.93,19.1,1,0,0,0,title-changed,CLOSE,"low margin 19%, 0 sold | flags: title-changed",https://www.ebay.com/itm/a-/406206083555,a
406206082960,48.98,12.69,25.9,0,1,0,0,,CLOSE,"no available stock (OOS 1 / on-hold 0), 0 sold — oversell risk",https://www.ebay.com/itm/290pc-Heavy-Duty-Picture-Hanger-Kit-Wall-Hanging-Hooks-Wire-Nails-Tools-/406206082960,"290pc Heavy Duty Picture Hanger Kit - Wall Hanging Hooks, Wire, Nails & Tools"
406206079133,20.98,7.49,35.7,1,0,0,0,,CLOSE,0 sold (dead weight),https://www.ebay.com/itm/15pc-40Lb-Drywall-Picture-Hanger-Claw-Hooks-Heavy-Duty-No-Damage-Wall-Art-Kit-/406206079133,15pc 40Lb Drywall Picture Hanger Claw Hooks Heavy Duty No Damage Wall Art Kit
406206076507,58.98,14.83,25.1,1,0,0,0,title-changed,CLOSE,0 sold (dead weight) | flags: title-changed,https://www.ebay.com/itm/Toddler-Swim-Vest-Arm-Bands-Floaties-Kids-20-50-Lbs-Learn-to-Swim-Aid-/406206076507,Toddler Swim Vest Arm Bands Floaties for Kids 20-50 Lbs Learn-to-Swim Aid
406206074156,284.98,42.88,15.0,1,0,0,0,VeRO,CLOSE,"low margin 15%, 0 sold | flags: VeRO",https://www.ebay.com/itm/Smart-Swim-2-Goggles-Augmented-Reality-AR-Display-GPS-Lap-Counter-Pool-/406206074156,Smart Swim 2 Goggles Augmented Reality AR Display GPS Lap Counter for Pool
406206052077,50.98,13.0,25.5,1,0,0,0,title-changed,CLOSE,0 sold (dead weight) | flags: title-changed,https://www.ebay.com/itm/12-Ft-Kids-Rainbow-Play-Parachute-Group-Game-School-Outdoor-Parties-Fun-/406206052077,"12 Ft Kids Rainbow Play Parachute Group Game for School, Outdoor Parties & Fun"
406195374485,40.98,12.49,30.5,1,0,0,0,,CLOSE,0 sold (dead weight),https://www.ebay.com/itm/3-Tier-Stacking-Planter-Tower-Herbs-Flowers-Terracotta-Colored-/406195374485,3-Tier Stacking Planter Tower for Herbs & Flowers (Terracotta Colored)
406195373637,22.98,9.19,40.0,1,0,0,0,title-changed,CLOSE,0 sold (dead weight) | flags: title-changed,https://www.ebay.com/itm/6-Pack-Stackable-Indoor-Plant-Trellises-Climbing-Houseplants-/406195373637,6-Pack of Stackable Indoor Plant Trellises for Climbing Houseplants
406195373200,24.98,11.89,47.6,1,0,0,0,VeRO,CLOSE,0 sold (dead weight) | flags: VeRO,https://www.ebay.com/itm/100ft-Stainless-Steel-Picture-Hanging-Wire-Kit-Supports-110-lbs-/406195373200,100ft Stainless Steel Picture Hanging Wire Kit (Supports 110 lbs)
406195372725,17.98,7.59,42.2,1,0,0,0,VeRO,CLOSE,0 sold (dead weight) | flags: VeRO,https://www.ebay.com/itm/220-Piece-Brass-Picture-Hanging-Hardware-Assortment-Kit-/406195372725,220-Piece Brass Picture Hanging Hardware Assortment Kit
406195372295,24.98,12.89,51.6,1,0,0,0,,CLOSE,0 sold (dead weight),https://www.ebay.com/itm/303-Piece-Picture-Hanging-Kit-Heavy-Duty-Hooks-Wire-Level-/406195372295,"303-Piece Picture Hanging Kit with Heavy Duty Hooks, Wire & Level"
406195368336,99.98,24.64,24.6,1,0,0,0,title-changed,CLOSE,0 sold (dead weight) | flags: title-changed,https://www.ebay.com/itm/Gallery-Picture-Rail-Hanging-System-4-Rails-4-Hooks-/406195368336,Gallery Picture Rail Hanging System with 4 Rails & 4 Hooks
406195367726,41.79,12.18,29.1,1,0,0,0,,CLOSE,0 sold (dead weight),https://www.ebay.com/itm/315-Piece-Picture-Hanging-Kit-Pink-Hammer-Level-Hardware-/406195367726,"315-Piece Picture Hanging Kit with Pink Hammer, Level & Hardware"
406195366443,58.98,12.79,21.7,1,0,0,0,VeRO,CLOSE,0 sold (dead weight) | flags: VeRO,https://www.ebay.com/itm/All-in-One-Picture-Hanging-Leveling-Tool-Kit-85-Piece-Hardware-Set-/406195366443,All-in-One Picture Hanging & Leveling Tool Kit with 85-Piece Hardware Set
406195344853,99.98,24.64,24.6,1,0,0,0,"VeRO,title-changed",CLOSE,"0 sold (dead weight) | flags: VeRO,title-changed",https://www.ebay.com/itm/Portable-Adjustable-Sun-Shade-Umbrella-Instant-Protection-Red-/406195344853,Portable & Adjustable Sun Shade Umbrella for Instant Protection (Red)
406195344182,54.98,12.95,23.6,1,0,0,0,"VeRO,title-changed",CLOSE,"0 sold (dead weight) | flags: VeRO,title-changed",https://www.ebay.com/itm/Ripstop-Dog-Life-Vest-Lift-Handle-Swimming-Medium-Pool-Blue-/406195344182,"Ripstop Dog Life Vest with Lift Handle for Swimming (Medium, Pool Blue)"
406195341883,24.98,7.89,31.6,1,0,0,0,,CLOSE,0 sold (dead weight),https://www.ebay.com/itm/Hurricane-Oil-Lamp-Resin-Mold-Set-3-LED-Lights-DIY-Lanterns-/406195341883,Hurricane Oil Lamp Resin Mold Set with 3 LED Lights for DIY Lanterns
406195340244,74.98,19.39,25.9,0,0,1,0,,CLOSE,"no available stock (OOS 0 / on-hold 1), 0 sold — oversell risk",https://www.ebay.com/itm/Designs2Go-Folding-Tray-Table-Black-/406195340244,Designs2Go Folding Tray Table (Black)
406195339713,57.98,15.94,27.5,1,0,0,0,,CLOSE,0 sold (dead weight),https://www.ebay.com/itm/C-Shaped-End-Table-Charging-Station-Storage-Bag-Rustic-Brown-/406195339713,C-Shaped End Table with Charging Station & Storage Bag (Rustic Brown)
406195339350,23.98,8.34,34.8,1,0,0,0,title-changed,CLOSE,0 sold (dead weight) | flags: title-changed,https://www.ebay.com/itm/1-2-Gallon-1-8L-Watering-Can-Long-Spout-Indoor-Outdoor-Plants-/406195339350,1/2 Gallon (1.8L) Watering Can with Long Spout for Indoor & Outdoor Plants
406195338982,22.98,11.19,48.7,1,0,0,0,,CLOSE,0 sold (dead weight),https://www.ebay.com/itm/Tiny-Watering-Can-Seedlings-Succulents-0-45L-Brown-/406195338982,"Tiny Watering Can for Seedlings & Succulents (0.45L, Brown)"
406195337537,23.98,9.54,39.8,1,0,0,0,,CLOSE,0 sold (dead weight),https://www.ebay.com/itm/Gray-Elephant-Novelty-Indoor-Watering-Can-0-5-Gallon-2-Quart-/406195337537,Gray Elephant Novelty Indoor Watering Can (0.5 Gallon / 2 Quart)
406195296157,16.98,7.33,43.2,1,4,0,0,title-changed,CLOSE,0 sold (dead weight) | flags: title-changed,https://www.ebay.com/itm/Salon-Quality-DIY-Gel-Nails-28pcs-Semi-Cured-Gel-Nail-Strips-UV-Required-/406195296157,Salon-Quality DIY Gel Nails | 28pcs Semi-Cured Gel Nail Strips (UV Required)
406177211376,32.98,7.74,23.5,1,0,0,0,,CLOSE,0 sold (dead weight),https://www.ebay.com/itm/Expandable-Clear-Acrylic-Bathtub-Tray-Wine-Book-Holder-/406177211376,Expandable Clear Acrylic Bathtub Tray with Wine & Book Holder
406177209316,49.98,7.15,14.3,0,1,0,0,,CLOSE,"no available stock (OOS 1 / on-hold 0), 0 sold — oversell risk",https://www.ebay.com/itm/3-in-1-Adjustable-Clip-On-Hot-Tub-Pool-Tray-Table-Gray-/406177209316,3-in-1 Adjustable Clip-On Hot Tub & Pool Tray Table (Gray)
406177207922,40.98,8.49,20.7,1,0,0,0,title-changed,CLOSE,0 sold (dead weight) | flags: title-changed,https://www.ebay.com/itm/Freestanding-Bamboo-Bathtub-Tray-Table-Adjustable-Height-/406177207922,Freestanding Bamboo Bathtub Tray Table with Adjustable Height
406177204134,34.98,7.39,21.1,1,0,0,0,,CLOSE,0 sold (dead weight),https://www.ebay.com/itm/Premium-Expandable-Bathtub-Tray-Caddy-Perfect-Gift-Women-Couples-/406177204134,Premium Expandable Bathtub Tray Caddy - Perfect Gift for Women & Couples
406177198741,29.98,7.14,23.8,1,0,0,0,title-changed,CLOSE,0 sold (dead weight) | flags: title-changed,https://www.ebay.com/itm/10-Pack-4-Inch-Clear-Nursery-Pots-Humidity-Domes-/406177198741,10-Pack of 4-Inch Clear Nursery Pots with Humidity Domes
406177197119,66.98,16.59,24.8,1,0,0,0,title-changed,CLOSE,0 sold (dead weight) | flags: title-changed,https://www.ebay.com/itm/5-Tier-Vertical-Stackable-Garden-Planter-Strawberries-Herbs-Ivory-/406177197119,5-Tier Vertical Stackable Garden Planter for Strawberries & Herbs (Ivory)
406177195012,149.98,27.14,18.1,2,0,0,0,title-changed,CLOSE,"low margin 18%, 0 sold | flags: title-changed",https://www.ebay.com/itm/Elevated-Garden-Planter-Box-Drainage-Plug-Vegetables-Flowers-/406177195012,Elevated Garden Planter Box with Drainage Plug for Vegetables & Flowers
406177179821,127.98,18.44,14.4,1,0,0,0,,CLOSE,"low margin 14%, 0 sold",https://www.ebay.com/itm/Elevated-Planter-Garden-Box-Drainage-Plug-Herbs-Flowers-/406177179821,Elevated Planter Garden Box with Drainage Plug for Herbs & Flowers
406177164806,29.98,7.64,25.5,1,0,0,0,VeRO,CLOSE,0 sold (dead weight) | flags: VeRO,https://www.ebay.com/itm/Indoor-Flying-Insect-Fan-Trap-UV-Light-Starter-Kit-/406177164806,Indoor Flying Insect Fan Trap with UV Light - Starter Kit
406177128103,37.98,14.94,39.3,1,0,0,0,,CLOSE,0 sold (dead weight),https://www.ebay.com/itm/41-Inch-Large-Inflatable-Card-Table-Pool-Waterproof-Playing-Cards-/406177128103,41-Inch Large Inflatable Card Table for Pool with Waterproof Playing Cards
406177106462,202.98,39.05,19.2,0,1,0,0,title-changed,CLOSE,"no available stock (OOS 1 / on-hold 0), 0 sold — oversell risk | flags: title-changed",https://www.ebay.com/itm/56-Inch-Oversize-Floating-Card-Table-Waterproof-Cards-Cup-Holders-/406177106462,56-Inch Oversize Floating Card Table with Waterproof Cards & Cup Holders
406177096978,23.98,7.08,29.5,1,0,0,0,title-changed,CLOSE,0 sold (dead weight) | flags: title-changed,https://www.ebay.com/itm/Large-Inflatable-Floating-Poker-Table-Waterproof-Cards-Adults-/406177096978,Large Inflatable Floating Poker Table with Waterproof Cards for Adults
406177095005,41.98,10.34,24.6,1,0,0,0,"VeRO,title-changed",CLOSE,"0 sold (dead weight) | flags: VeRO,title-changed",https://www.ebay.com/itm/Outdoor-Flying-Disc-Bottle-Drop-Game-Set-Beach-Backyard-/406177095005,Outdoor Flying Disc Bottle Drop Game Set for Beach & Backyard
406174709554,59.98,14.66,24.4,1,0,0,0,"VeRO,title-changed",CLOSE,"0 sold (dead weight) | flags: VeRO,title-changed",https://www.ebay.com/itm/Pool-Wave-Inflatable-Dart-Board-Game-Fun-Water-Toy-Kids-Adults-/406174709554,Pool Wave Inflatable Dart Board Game - Fun Water Toy for Kids & Adults
406174709221,42.98,12.21,28.4,1,0,0,0,title-changed,CLOSE,0 sold (dead weight) | flags: title-changed,https://www.ebay.com/itm/Floating-Pool-Table-Cup-Holders-Waterproof-Cards-Adults-/406174709221,Floating Pool Table with Cup Holders & Waterproof Cards for Adults
406174707771,35.98,10.24,28.5,1,0,0,0,title-changed,CLOSE,0 sold (dead weight) | flags: title-changed,https://www.ebay.com/itm/Floating-4-in-a-Row-Pool-Game-Set-Mesh-Storage-Bag-/406174707771,Floating 4-in-a-Row Pool Game Set with Mesh Storage Bag
406174705962,33.98,8.54,25.1,1,0,0,0,"VeRO,title-changed",CLOSE,"0 sold (dead weight) | flags: VeRO,title-changed",https://www.ebay.com/itm/Inflatable-Floating-Game-Table-Waterproof-Playing-Cards-Pool-/406174705962,Inflatable Floating Game Table with Waterproof Playing Cards for the Pool
